version,risk_reduction_ratio,residual_risk
k8s-1.27/kyverno-1.10,0.9814879803474293,1055.0
k8s-1.28/kyverno-1.11,0.999,1023.35
k8s-1.29/kyverno-1.12,0.9664879803474293,1070.8249999999998
